ABHD10|55347
ACSM2B|348158
ADCY3|109
ADCY5|111
AGRN|375790
ANKRD34C|390616
ANKS1A|23294
ANXA8L1|728113
ARHGEF10L|55160
ARID1B|57492
ARID3B|10620
ARNT2|9915
ARPC3|10094
ATG12|9140
ATP6V1G1|9550
AXIN1|8312
BCAP29|55973
BMP8B|656
BRAP|8315
BTC|685
C10orf81|79949
C11orf17|56672
C14orf28|122525
C1RL|51279
C1orf54|79630
C3orf19|51244
C6orf162|57150
C9orf172|389813
C9orf78|51759
C9orf95|54981
CAD|790
CASZ1|54897
CCDC53|51019
CCDC71|64925
CCKBR|887
CD300E|342510
CDADC1|81602
CDH22|64405
CEACAM7|1087
CELSR1|9620
CENPP|401541
CETN3|1070
CGN|57530
CHEK2|11200
CHRNA7|1139
CKB|1152
CLDN6|9074
COG7|91949
COPZ1|22818
CREBBP|1387
CSNK1D|1453
DNAJC25|548645
DNMT3A|1788
DPAGT1|1798
DRG1|4733
DUOX2|50506
DUOXA2|405753
DYRK1B|9149
EIF4A3|9775
ELP4|26610
EME2|197342
ESPNP|284729
EVX1|2128
FAM57A|79850
FAM83G|644815
FARP2|9855
FGF16|8823
FGF8|2253
FLII|2314
GDPD4|220032
GFPT2|9945
GLE1|2733
GNAL|2774
GOLGA2P3|401634
GORASP2|26003
GPN1|11321
GPR87|53836
GRLF1|2909
GSG1L|146395
GUCY2C|2984
HCFC1|3054
HERC2|8924
HSBP1L1|440498
HSPG2|3339
IFT20|90410
IGSF5|150084
IL23A|51561
INPP4B|8821
KCNA6|3742
KCNJ15|3772
KHK|3795
KIAA0090|23065
KIAA0556|23247
KREMEN2|79412
KRT6C|286887
LAMA1|284217
LBXCOR1|390598
LIPT2|387787
LLGL1|3996
LLGL2|3993
LOC100128842|100128842
LOC374443|374443
LOC401010|401010
LOC646471|646471
LOXL1|4016
LRPAP1|4043
LRRC14B|389257
LSM3|27258
MFSD4|148808
MFSD9|84804
MGAM|8972
MMP13|4322
MMP1|4312
MPHOSPH10|10199
MPZL3|196264
MRPL50|54534
MTIF3|219402
MTNR1A|4543
NACC2|138151
NCRNA00235|64493
NDUFA5|4698
NEU3|10825
NOL8|55035
NOMO1|23420
NOTCH3|4854
NPHP4|261734
NR6A1|2649
OTUD7A|161725
PCDHB10|56126
PCDHB15|56121
PCDHB17|54661
PCDHB18|54660
PCDHB9|56127
PCDHGA10|56106
PCNXL3|399909
PDGFA|5154
PELO|53918
PGBD2|267002
PIGG|54872
PIGO|84720
PKM2|5315
PLAGL1|5325
PLIN2|123
POLG|5428
POLR3E|55718
PPP6C|5537
PRDM11|56981
PREB|10113
PRKCQ|5588
PTPRU|10076
RAP1B|5908
RERE|473
RFX1|5989
RRP8|23378
RTBDN|83546
SAR1A|56681
SDF4|51150
SEPT9|10801
SHISA9|729993
SIPA1L3|23094
SLC1A5|6510
SLC4A4|8671
SLC5A6|8884
SLC6A8|6535
SLC9A4|389015
SLC9A7|84679
SLCO3A1|28232
SMAD6|4091
SMPDL3B|27293
SNORD116-20|100033431
SNORD116-4|100033416
SP2|6668
SPHK2|56848
SRCAP|10847
SS18L2|51188
STRA6|64220
SYNGR3|9143
TACSTD2|4070
TDRD3|81550
TFE3|7030
TGFBRAP1|9392
TLN2|83660
TMED4|222068
TMEM60|85025
TNN|63923
TRAPPC2|6399
TTC22|55001
VLDLR|7436
VPS29|51699
WDR24|84219
WDR60|55112
WNT9B|7484
ZBTB8OS|339487
ZNF451|26036
ZNF592|9640
ZNF687|57592
ZNF689|115509
ZNF710|374655
ZNF785|146540
ZXDA|7789
ABCA3
ACCN5
ACSS1
ADRB1
ALAD
ANGPTL3
ANUBL1
ANXA13
APOC1
ARHGEF10L
ARPP-21
BMP2
BTLA
BTNL9
C10orf18
C10orf32
C10orf93
C12orf34
C1orf173
C1orf87
C2CD4A
C5
C5orf23
C6orf186
C7orf13
CD69
CDH12
CDIPT
CHRNB1
CLDN16
CLDN17
CLEC2A
CLEC2D
CLINT1
CNNM4
CORIN
CPT1A
CRISP2
CTNNA1
CXCL1
CXCL2
DCDC2
DDTL
1-Dec
DEFB133
DFNB31
DLX3
DPP4
DPRXP4
DRAM1
DTX4
DUSP22
EDARADD
ELOVL2
EXT1
F2RL1
FAM174B
FAM19A1
FAM43A
FAM46A
FANCF
FAR2
FBXO30
FKSG29
FLJ32810
FNDC3A
FTHL3
GALNT12
GBAP1
GBP1
GOLGA2L1
GPNMB
GPR128
GPR37
GRIP1
GSTM4
HEATR5A
HLA-DQB1
HLA-L
HLTF
HOXB3
HRG
HSP90AB4P
HYMAI
IQCF6
ITGA7
KAAG1
KCNA4
KCNIP4
KIAA1804
KIF13A
KIRREL
KLRB1
KRTAP24-1
LDHC
LEAP2
LMF1
LOC100129396
LOC100130933
LOC100133331
LOC100133985
LOC100190939
LOC162632
LOC284688
LOC388946
LOC389493
LOC440356
LOC644145
LOC645638
LOC90110
LPAR1
LPL
LRRC36
LRRTM2
LYPD6
MAL2
MFSD1
MIMT1
MIR10A
MIR128-2
MIR1288
MIR1914
MIR331
MIR621
MIR99A
MIRLET7C
MKX
MRPS33
MSX1
NAA11
NCRNA00099
NCRNA00175
NDRG1
NPHS2
NPIP
OR1N1
OR2T8
OR51L1
OTOL1
P4HA3
PARD3B
PER1
PLAC1L
PPM1L
PRDM8
PRL
PTENP1
PTPRJ
PTPRR
RECQL5
RHAG
RIBC2
RNF207
RNF32
RPL23AP32
RUNX1
SAMD3
SDPR
SERPINA4
SERPIND1
SEZ6L
SGCD
SGEF
SH3RF1
SLC10A2
SLC17A9
SLC7A13
SLIT2
SMC1B
SPEF2
SRD5A2
SRGAP1
ST8SIA4
ST8SIA6
STEAP2
SUB1
THBS3
TLE3
TLN2
TMED6
TMEM159
TMEM215
TMEM218
TMEM72
TPK1
TPM1
TRIB3
TRIM63
TSPAN9
TTLL2
UGT1A1
UGT2B10
UGT3A1
VKORC1
VTN
WWC2
ZBTB45
ZFATAS
ZNF397OS
ZNF503
hsa-let-7a-1
hsa-let-7a-2
hsa-let-7a-3
hsa-let-7f-2
hsa-mir-103-2
hsa-mir-105-1
hsa-mir-105-2
hsa-mir-10a
hsa-mir-1179
hsa-mir-1185-1
hsa-mir-1226
hsa-mir-1243
hsa-mir-1249
hsa-mir-1250
hsa-mir-1251
hsa-mir-1255a
hsa-mir-1256
hsa-mir-1258
hsa-mir-125a
hsa-mir-126
hsa-mir-1262
hsa-mir-1270-1
hsa-mir-1276
hsa-mir-1277
hsa-mir-128-1
hsa-mir-1284
hsa-mir-1293
hsa-mir-1294
hsa-mir-1301
hsa-mir-1305
hsa-mir-132
hsa-mir-133a-2
hsa-mir-137
hsa-mir-141
hsa-mir-143
hsa-mir-146b
hsa-mir-148b
hsa-mir-151
hsa-mir-153-1
hsa-mir-1538
hsa-mir-155
hsa-mir-182
hsa-mir-183
